ingredient_id_a,ingredient_inn_a,ingredient_zh_a,ingredient_id_b,ingredient_inn_b,ingredient_zh_b,cooccurrence_product_count,active_product_count,ingredient_a_product_count,ingredient_b_product_count,rate_within_a,rate_within_b,association_score,product_names,license_numbers
ING0002,Camphor,,ING0030,Salicyl Ethylene Glycol,,2,0,119,2,0.0168,1.0000,13.0,"疼痛膏;""大協"" 紓得好貼布",衛署成製字第006647號;衛署藥輸字第022068號
ING0002,Camphor,,ING0044,Nonylic-Vanillylamide,,3,0,119,6,0.0252,0.5000,11.2,脫酸寧涼藥布;痛貼貼貼片劑;日本三笠溫感藥膠布,衛署藥輸字第018627號;衛署藥輸字第018861號;衛署藥輸字第019788號
ING0002,Camphor,,ING0082,4-Hydroxy-3-Methoxybenzyl Nonylic Acid Amide,,1,1,119,1,0.0084,1.0000,9.2,痛貼貼溫感貼片劑,衛署藥輸字第025000號
ING0002,Camphor,,ING0013,Bentonite,,1,0,119,1,0.0084,1.0000,9.2,撒隆濕布,衛署成製字第002108號
ING0002,Camphor,,ING0015,Carbo Med.,,1,0,119,1,0.0084,1.0000,9.2,涼涼涼鎮痛藥布,衛署成製字第002303號
ING0002,Camphor,,ING0057,Dl-Alpha-Tocopherol Acetate,,1,1,119,1,0.0084,1.0000,9.2,救痛藥布,衛署藥製字第040929號
ING0002,Camphor,,ING0032,GLYCERIN (eq to GLYCEROL),,1,0,119,1,0.0084,1.0000,9.2,疼痛膏,衛署成製字第006647號
ING0002,Camphor,,ING0053,Hydrocortisone Acetate,,1,1,119,1,0.0084,1.0000,9.2,巴斯達巴佈膏藥膠布,衛署藥製字第035703號
ING0002,Camphor,,ING0014,Kaolin (White)(Bolus Alba),,1,0,119,1,0.0084,1.0000,9.2,撒隆濕布,衛署成製字第002108號
ING0002,Camphor,,ING0075,N-Nonanoyl Vanillylamide,,1,0,119,1,0.0084,1.0000,9.2,善必克貼布劑,衛署藥輸字第020500號
ING0002,Camphor,,ING0059,Phellodendron Bark Extract,,1,1,119,1,0.0084,1.0000,9.2,"""人生""舒佈巴斯",衛署藥製字第043734號
ING0002,Camphor,,ING0029,Rose Oil,,1,0,119,1,0.0084,1.0000,9.2,大維貼痠痛藥布,衛署成製字第005666號
ING0002,Camphor,,ING0063,Tocopherol (Acetate Alpha Dl- ),,1,0,119,1,0.0084,1.0000,9.2,三箭水性鎮痛藥膏布,衛署藥製字第047842號
ING0002,Camphor,,ING0076,Tocopherol Alpha Dl- (Eq To Dl-Alpha Tocopherol),,1,0,119,1,0.0084,1.0000,9.2,"""大協"" 紓得好貼布",衛署藥輸字第022068號
ING0002,Camphor,,ING0031,D-Borneol,,1,0,119,2,0.0084,0.5000,6.5,疼痛膏,衛署成製字第006647號
ING0002,Camphor,,ING0025,Phellodendron Bark,,1,0,119,2,0.0084,0.5000,6.5,舒可達藥膠布,衛署藥製字第027371號
ING0002,Camphor,,ING0008,Salicylic acid,,1,1,119,15,0.0084,0.0667,2.4,吉品貼布,衛署藥輸字第022519號
ING0026,Capsicum,,ING0001,Zinc Oxide,,12,3,37,22,0.3243,0.5455,42.1,"辣椒膏;撒隆辣椒膏;紅椒金國德辣椒膏;""得生""辣椒膏;德國辣椒標風濕膏藥(溫和);德國辣椒標風濕膏藥;“德山”溫感辣椒膏藥膠布;德國辣椒標風濕膏藥（溫和）",衛署藥製字第003950號;衛署藥製字第008581號;衛署藥製字第013430號;衛署藥製字第036547號;衛署藥製字第039531號;衛署藥製字第046464號;衛署藥製字第046467號;衛署藥製字第049771號;衛署藥輸字第016216號;衛署藥輸字第016994號;衛署藥輸字第018673號;衛署藥輸字第018674號
ING0026,Capsicum,,ING0038,Pine Resina,,5,0,37,5,0.1351,1.0000,36.8,"辣椒膏;救痛藥布;紅椒金國德辣椒膏;""得生""辣椒膏",衛署藥製字第008581號;衛署藥製字第034797號;衛署藥製字第036547號;衛署藥製字第037296號;衛署藥製字第039531號
ING0026,Capsicum,,ING0033,Tocopherol Acetate Alpha Dl-,,7,5,37,22,0.1892,0.3182,24.5,人生溫感巴佈膏;熱龍巴布;貼利康溫感藥布;溫賀喜布;〝美善滅酸疼〞溫感貼布;“德山”邁疼溫感貼布;溫感喜布,衛署成製字第008368號;衛署成製字第009438號;衛署藥製字第039800號;衛署藥製字第049141號;衛署藥製字第049171號;衛署藥製字第050257號;衛部藥製字第059290號
ING0026,Capsicum,,ING0037,Rubber,,2,0,37,2,0.0541,1.0000,23.2,辣椒膏;撒隆辣椒膏,衛署藥製字第003950號;衛署藥製字第013430號
ING0026,Capsicum,,ING0002,Camphor,,13,7,37,119,0.3514,0.1092,19.6,人生溫感巴佈膏;熱龍巴布;貼溫藥膏布;溫貼喜布;萬應紅花溫感藥布;貼利康溫感藥布;貼利康水性藥布;溫賀喜布;〝美善滅酸疼〞溫感貼布;“德山”邁疼溫感貼布;熱克百疼貼布劑;溫感喜布,衛署成製字第008368號;衛署成製字第009438號;衛署藥製字第022623號;衛署藥製字第034095號;衛署藥製字第035217號;衛署藥製字第037282號;衛署藥製字第039800號;衛署藥製字第039881號;衛署藥製字第049141號;衛署藥製字第049171號;衛署藥製字第050257號;衛署藥輸字第021384號;衛部藥製字第059290號
ING0026,Capsicum,,ING0039,Zinc (Oxide),,2,0,37,3,0.0541,0.6667,19.0,救痛藥布,衛署藥製字第034797號;衛署藥製字第037296號
ING0026,Capsicum,,ING0007,Methyl salicylate,,10,4,37,94,0.2703,0.1064,17.0,治痛巴斯藥膠布;貼溫藥膏布;溫貼喜布;萬應紅花溫感藥布;貼利康水性藥布;溫賀喜布;熱克百疼貼布劑;溫感喜布,衛署成製字第005229號;衛署成製字第008493號;衛署藥製字第022623號;衛署藥製字第034095號;衛署藥製字第035217號;衛署藥製字第037282號;衛署藥製字第039881號;衛署藥製字第049141號;衛署藥輸字第021384號;衛部藥製字第059290號
ING0026,Capsicum,,ING0042,Colophony (Eq To Rosin),,1,0,37,1,0.0270,1.0000,16.4,撒隆辣椒膏,衛署藥製字第013430號
ING0026,Capsicum,,ING0047,Phenocoll,,1,0,37,1,0.0270,1.0000,16.4,朝日辣椒膏,衛署藥製字第020099號
ING0026,Capsicum,,ING0036,Resin,,1,0,37,1,0.0270,1.0000,16.4,辣椒膏,衛署藥製字第003950號
ING0026,Capsicum,,ING0017,Glycol Salicylate,,6,4,37,44,0.1622,0.1364,14.9,人生溫感巴佈膏;熱龍巴布;貼利康溫感藥布;曼秀雷敦熱力鎮痛水性藥膠布溫熱感;〝美善滅酸疼〞溫感貼布;“德山”邁疼溫感貼布,衛署成製字第008368號;衛署成製字第009438號;衛署藥製字第039800號;衛署藥製字第043198號;衛署藥製字第049171號;衛署藥製字第050257號
ING0026,Capsicum,,ING0012,Diphenhydramine Hcl,,4,2,37,26,0.1081,0.1538,12.9,溫貼喜布;萬應紅花溫感藥布;貼利康水性藥布,衛署藥製字第034095號;衛署藥製字第035217號;衛署藥製字第037282號;衛署藥製字第039881號
ING0026,Capsicum,,ING0011,Phellodendron Extract,,2,2,37,8,0.0541,0.2500,11.6,萬應紅花溫感藥布;貼利康水性藥布,衛署藥製字第035217號;衛署藥製字第039881號
ING0026,Capsicum,,ING0052,Glycyrrhetic Acid (Eq To Glycyrrhetinic Acid),,1,1,37,3,0.0270,0.3333,9.5,萬應紅花溫感藥布,衛署藥製字第035217號
ING0026,Capsicum,,ING0043,Glycol Monosalicylate,,1,0,37,4,0.0270,0.2500,8.2,撒隆辣椒膏,衛署藥製字第013430號
ING0026,Capsicum,,ING0003,Menthol,,4,2,37,124,0.1081,0.0323,5.9,溫貼喜布;萬應紅花溫感藥布;貼利康水性藥布,衛署藥製字第034095號;衛署藥製字第035217號;衛署藥製字第037282號;衛署藥製字第039881號
ING0026,Capsicum,,ING0048,Glycyrrhizinic Acid (Eq To Glycyrrhetinic Acid Glycoside)(Eq To Glycyrrhizic Acid ),,1,1,37,9,0.0270,0.1111,5.5,貼利康水性藥布,衛署藥製字第039881號
ING0015,Carbo Med.,,ING0006,Diphenhydramine,,1,0,1,18,1.0000,0.0556,23.6,涼涼涼鎮痛藥布,衛署成製字第002303號
ING0015,Carbo Med.,,ING0007,Methyl salicylate,,1,0,1,94,1.0000,0.0106,10.3,涼涼涼鎮痛藥布,衛署成製字第002303號
ING0015,Carbo Med.,,ING0002,Camphor,,1,0,1,119,1.0000,0.0084,9.2,涼涼涼鎮痛藥布,衛署成製字第002303號
ING0015,Carbo Med.,,ING0003,Menthol,,1,0,1,124,1.0000,0.0081,9.0,涼涼涼鎮痛藥布,衛署成製字第002303號
ING0016,Chlorpheniramine Maleate,,ING0010,Scopolia Extract,,6,1,7,8,0.8571,0.7500,80.2,"奧林巴斯;""三陽"" 痠痛萬金膏;寶安藥膠布;舒可達藥膠布;""德山""祛風濕藥膠布",衛署成製字第003240號;衛署成製字第008494號;衛署藥製字第011334號;衛署藥製字第023884號;衛署藥製字第027371號;衛署藥製字第028231號
ING0016,Chlorpheniramine Maleate,,ING0011,Phellodendron Extract,,3,1,7,8,0.4286,0.3750,40.1,"""三陽"" 痠痛萬金膏;寶安藥膠布;""德山""祛風濕藥膠布",衛署藥製字第011334號;衛署藥製字第023884號;衛署藥製字第028231號
ING0016,Chlorpheniramine Maleate,,ING0019,Peppermint Oil (Oleum Menth Pip),,3,1,7,12,0.4286,0.2500,32.7,"""三陽"" 痠痛萬金膏;寶安藥膠布;""德山""祛風濕藥膠布",衛署藥製字第011334號;衛署藥製字第023884號;衛署藥製字第028231號
ING0016,Chlorpheniramine Maleate,,ING0007,Methyl salicylate,,7,1,7,94,1.0000,0.0745,27.3,"奧林巴斯;樂樂鎮痛藥膏布;""三陽"" 痠痛萬金膏;寶安藥膠布;舒可達藥膠布;""德山""祛風濕藥膠布",衛署成製字第003240號;衛署成製字第004148號;衛署成製字第008494號;衛署藥製字第011334號;衛署藥製字第023884號;衛署藥製字第027371號;衛署藥製字第028231號
ING0016,Chlorpheniramine Maleate,,ING0025,Phellodendron Bark,,1,0,7,2,0.1429,0.5000,26.7,舒可達藥膠布,衛署藥製字第027371號
ING0016,Chlorpheniramine Maleate,,ING0003,Menthol,,7,1,7,124,1.0000,0.0565,23.8,"奧林巴斯;樂樂鎮痛藥膏布;""三陽"" 痠痛萬金膏;寶安藥膠布;舒可達藥膠布;""德山""祛風濕藥膠布",衛署成製字第003240號;衛署成製字第004148號;衛署成製字第008494號;衛署藥製字第011334號;衛署藥製字第023884號;衛署藥製字第027371號;衛署藥製字第028231號
ING0016,Chlorpheniramine Maleate,,ING0004,Borneol,,2,0,7,12,0.2857,0.1667,21.8,奧林巴斯,衛署成製字第003240號;衛署成製字第008494號
ING0016,Chlorpheniramine Maleate,,ING0002,Camphor,,5,1,7,119,0.7143,0.0420,17.3,"樂樂鎮痛藥膏布;""三陽"" 痠痛萬金膏;寶安藥膠布;舒可達藥膠布;""德山""祛風濕藥膠布",衛署成製字第004148號;衛署藥製字第011334號;衛署藥製字第023884號;衛署藥製字第027371號;衛署藥製字第028231號
ING0016,Chlorpheniramine Maleate,,ING0028,Eucalyptus Oil (Oleum Eucalypti),,1,0,7,10,0.1429,0.1000,12.0,寶安藥膠布,衛署藥製字第023884號
ING0016,Chlorpheniramine Maleate,,ING0005,Thymol,,1,0,7,29,0.1429,0.0345,7.0,樂樂鎮痛藥膏布,衛署成製字第004148號
ING0027,Clove Oil,,ING0034,Cajuput Oil,,2,0,3,2,0.6667,1.0000,75.0,虎標永安堂萬金油（紅）;虎標永安堂萬金油（白）,衛署成製字第009355號;衛署成製字第009356號
ING0027,Clove Oil,,ING0029,Rose Oil,,1,0,3,1,0.3333,1.0000,57.7,大維貼痠痛藥布,衛署成製字第005666號
ING0027,Clove Oil,,ING0024,Olive Oil,,1,0,3,2,0.3333,0.5000,40.8,大維貼痠痛藥布,衛署成製字第005666號
ING0027,Clove Oil,,ING0028,Eucalyptus Oil (Oleum Eucalypti),,1,0,3,10,0.3333,0.1000,18.3,大維貼痠痛藥布,衛署成製字第005666號
ING0027,Clove Oil,,ING0019,Peppermint Oil (Oleum Menth Pip),,1,0,3,12,0.3333,0.0833,16.7,大維貼痠痛藥布,衛署成製字第005666號
ING0027,Clove Oil,,ING0002,Camphor,,3,0,3,119,1.0000,0.0252,15.9,大維貼痠痛藥布;虎標永安堂萬金油（紅）;虎標永安堂萬金油（白）,衛署成製字第005666號;衛署成製字第009355號;衛署成製字第009356號
ING0027,Clove Oil,,ING0003,Menthol,,3,0,3,124,1.0000,0.0242,15.6,大維貼痠痛藥布;虎標永安堂萬金油（紅）;虎標永安堂萬金油（白）,衛署成製字第005666號;衛署成製字第009355號;衛署成製字第009356號
ING0027,Clove Oil,,ING0005,Thymol,,1,0,3,29,0.3333,0.0345,10.7,大維貼痠痛藥布,衛署成製字第005666號
ING0027,Clove Oil,,ING0007,Methyl salicylate,,1,0,3,94,0.3333,0.0106,6.0,大維貼痠痛藥布,衛署成製字第005666號
ING0042,Colophony (Eq To Rosin),,ING0037,Rubber,,1,0,1,2,1.0000,0.5000,60.0,撒隆辣椒膏,衛署藥製字第013430號
ING0042,Colophony (Eq To Rosin),,ING0043,Glycol Monosalicylate,,1,0,1,4,1.0000,0.2500,50.0,撒隆辣椒膏,衛署藥製字第013430號
ING0042,Colophony (Eq To Rosin),,ING0001,Zinc Oxide,,1,0,1,22,1.0000,0.0455,21.3,撒隆辣椒膏,衛署藥製字第013430號
ING0042,Colophony (Eq To Rosin),,ING0026,Capsicum,,1,0,1,37,1.0000,0.0270,16.4,撒隆辣椒膏,衛署藥製字第013430號
ING0079,Crotamiton,,ING0080,Isopropyl Methyl Phenol,,1,0,1,1,1.0000,1.0000,60.0,帝文貼片,衛署藥輸字第024828號
ING0079,Crotamiton,,ING0064,Lidocaine,,1,0,1,8,1.0000,0.1250,35.4,帝文貼片,衛署藥輸字第024828號
ING0079,Crotamiton,,ING0006,Diphenhydramine,,1,0,1,18,1.0000,0.0556,23.6,帝文貼片,衛署藥輸字第024828號
ING0031,D-Borneol,,ING0032,GLYCERIN (eq to GLYCEROL),,1,0,2,1,0.5000,1.0000,60.0,疼痛膏,衛署成製字第006647號
ING0031,D-Borneol,,ING0030,Salicyl Ethylene Glycol,,1,0,2,2,0.5000,0.5000,50.0,疼痛膏,衛署成製字第006647號
ING0031,D-Borneol,,ING0044,Nonylic-Vanillylamide,,1,0,2,6,0.5000,0.1667,28.9,渡邊 久金膏,衛署藥製字第015679號
ING0031,D-Borneol,,ING0019,Peppermint Oil (Oleum Menth Pip),,1,0,2,12,0.5000,0.0833,20.4,疼痛膏,衛署成製字第006647號
ING0031,D-Borneol,,ING0001,Zinc Oxide,,1,0,2,22,0.5000,0.0455,15.1,渡邊 久金膏,衛署藥製字第015679號
ING0031,D-Borneol,,ING0005,Thymol,,1,0,2,29,0.5000,0.0345,13.1,疼痛膏,衛署成製字第006647號
ING0031,D-Borneol,,ING0002,Camphor,,1,0,2,119,0.5000,0.0084,6.5,疼痛膏,衛署成製字第006647號
ING0031,D-Borneol,,ING0003,Menthol,,1,0,2,124,0.5000,0.0081,6.4,疼痛膏,衛署成製字第006647號
ING0006,Diphenhydramine,,ING0045,Tocopherol Alpha-,,4,0,18,4,0.2222,1.0000,47.1,"""三陽"" 痠痛金絲膏藥布;""陽生"" 鎮痛膏布;舒百達藥膠布;舒必達藥膠布",衛署藥製字第017039號;衛署藥製字第021345號;衛署藥製字第022741號;衛署藥製字第027399號
ING0006,Diphenhydramine,,ING0007,Methyl salicylate,,15,2,18,94,0.8333,0.1596,36.5,"撒隆巴斯;撒隆濕布;涼涼涼鎮痛藥布;黃金膏;""三陽"" 痠痛金絲膏藥布;""陽生"" 鎮痛膏布;舒百達藥膠布;舒必達藥膠布;""德山""祛酸痛藥膠布;美帝喜布藥膠布;""得生""安可巴斯;生春痠痛寧藥膠布;樂貼藥布;好克斯貼布;痛貼貼貼片劑",內衛成製字第000061號;衛署成製字第002108號;衛署成製字第002303號;衛署成製字第004435號;衛署藥製字第017039號;衛署藥製字第021345號;衛署藥製字第022741號;衛署藥製字第027399號;衛署藥製字第027581號;衛署藥製字第032110號;衛署藥製字第032919號;衛署藥製字第034140號;衛署藥製字第038322號;衛署藥輸字第018709號;衛署藥輸字第018861號
ING0006,Diphenhydramine,,ING0002,Camphor,,16,2,18,119,0.8889,0.1345,34.6,"撒隆巴斯;撒隆濕布;涼涼涼鎮痛藥布;黃金膏;""三陽"" 痠痛金絲膏藥布;""陽生"" 鎮痛膏布;舒百達藥膠布;舒必達藥膠布;""德山""祛酸痛藥膠布;美帝喜布藥膠布;""得生""安可巴斯;生春痠痛寧藥膠布;樂貼藥布;好克斯貼布;痛貼貼貼片劑;善必克貼布劑",內衛成製字第000061號;衛署成製字第002108號;衛署成製字第002303號;衛署成製字第004435號;衛署藥製字第017039號;衛署藥製字第021345號;衛署藥製字第022741號;衛署藥製字第027399號;衛署藥製字第027581號;衛署藥製字第032110號;衛署藥製字第032919號;衛署藥製字第034140號;衛署藥製字第038322號;衛署藥輸字第018709號;衛署藥輸字第018861號;衛署藥輸字第020500號
